p cnf 153 6120
11 136 151 16 0
-11 -136 -151 -16 0
27 136 151 32 0
-27 -136 -151 -32 0
42 136 151 47 0
-42 -136 -151 -47 0
56 136 151 61 0
-56 -136 -151 -61 0
69 136 151 74 0
-69 -136 -151 -74 0
81 136 151 86 0
-81 -136 -151 -86 0
92 136 151 97 0
-92 -136 -151 -97 0
102 136 151 107 0
-102 -136 -151 -107 0
111 136 151 116 0
-111 -136 -151 -116 0
119 136 151 124 0
-119 -136 -151 -124 0
126 136 151 131 0
-126 -136 -151 -131 0
12 141 151 16 0
-12 -141 -151 -16 0
28 141 151 32 0
-28 -141 -151 -32 0
43 141 151 47 0
-43 -141 -151 -47 0
57 141 151 61 0
-57 -141 -151 -61 0
70 141 151 74 0
-70 -141 -151 -74 0
82 141 151 86 0
-82 -141 -151 -86 0
93 141 151 97 0
-93 -141 -151 -97 0
103 141 151 107 0
-103 -141 -151 -107 0
112 141 151 116 0
-112 -141 -151 -116 0
120 141 151 124 0
-120 -141 -151 -124 0
127 141 151 131 0
-127 -141 -151 -131 0
133 141 151 137 0
-133 -141 -151 -137 0
13 145 151 16 0
-13 -145 -151 -16 0
29 145 151 32 0
-29 -145 -151 -32 0
44 145 151 47 0
-44 -145 -151 -47 0
58 145 151 61 0
-58 -145 -151 -61 0
71 145 151 74 0
-71 -145 -151 -74 0
83 145 151 86 0
-83 -145 -151 -86 0
94 145 151 97 0
-94 -145 -151 -97 0
104 145 151 107 0
-104 -145 -151 -107 0
113 145 151 116 0
-113 -145 -151 -116 0
121 145 151 124 0
-121 -145 -151 -124 0
128 145 151 131 0
-128 -145 -151 -131 0
134 145 151 137 0
-134 -145 -151 -137 0
139 145 151 142 0
-139 -145 -151 -142 0
14 148 151 16 0
-14 -148 -151 -16 0
30 148 151 32 0
-30 -148 -151 -32 0
45 148 151 47 0
-45 -148 -151 -47 0
59 148 151 61 0
-59 -148 -151 -61 0
72 148 151 74 0
-72 -148 -151 -74 0
84 148 151 86 0
-84 -148 -151 -86 0
95 148 151 97 0
-95 -148 -151 -97 0
105 148 151 107 0
-105 -148 -151 -107 0
114 148 151 116 0
-114 -148 -151 -116 0
122 148 151 124 0
-122 -148 -151 -124 0
129 148 151 131 0
-129 -148 -151 -131 0
135 148 151 137 0
-135 -148 -151 -137 0
140 148 151 142 0
-140 -148 -151 -142 0
144 148 151 146 0
-144 -148 -151 -146 0
1 18 48 17 0
-1 -18 -48 -17 0
1 19 62 17 0
-1 -19 -62 -17 0
2 34 62 17 0
-2 -34 -62 -17 0
18 34 62 33 0
-18 -34 -62 -33 0
1 20 75 17 0
-1 -20 -75 -17 0
2 35 75 17 0
-2 -35 -75 -17 0
18 35 75 33 0
-18 -35 -75 -33 0
3 49 75 17 0
-3 -49 -75 -17 0
19 49 75 33 0
-19 -49 -75 -33 0
34 49 75 48 0
-34 -49 -75 -48 0
1 21 87 17 0
-1 -21 -87 -17 0
2 36 87 17 0
-2 -36 -87 -17 0
18 36 87 33 0
-18 -36 -87 -33 0
3 50 87 17 0
-3 -50 -87 -17 0
19 50 87 33 0
-19 -50 -87 -33 0
34 50 87 48 0
-34 -50 -87 -48 0
4 63 87 17 0
-4 -63 -87 -17 0
20 63 87 33 0
-20 -63 -87 -33 0
35 63 87 48 0
-35 -63 -87 -48 0
49 63 87 62 0
-49 -63 -87 -62 0
1 22 98 17 0
-1 -22 -98 -17 0
2 37 98 17 0
-2 -37 -98 -17 0
18 37 98 33 0
-18 -37 -98 -33 0
3 51 98 17 0
-3 -51 -98 -17 0
19 51 98 33 0
-19 -51 -98 -33 0
34 51 98 48 0
-34 -51 -98 -48 0
4 64 98 17 0
-4 -64 -98 -17 0
20 64 98 33 0
-20 -64 -98 -33 0
35 64 98 48 0
-35 -64 -98 -48 0
49 64 98 62 0
-49 -64 -98 -62 0
5 76 98 17 0
-5 -76 -98 -17 0
21 76 98 33 0
-21 -76 -98 -33 0
36 76 98 48 0
-36 -76 -98 -48 0
50 76 98 62 0
-50 -76 -98 -62 0
63 76 98 75 0
-63 -76 -98 -75 0
1 23 108 17 0
-1 -23 -108 -17 0
2 38 108 17 0
-2 -38 -108 -17 0
18 38 108 33 0
-18 -38 -108 -33 0
3 52 108 17 0
-3 -52 -108 -17 0
19 52 108 33 0
-19 -52 -108 -33 0
34 52 108 48 0
-34 -52 -108 -48 0
4 65 108 17 0
-4 -65 -108 -17 0
20 65 108 33 0
-20 -65 -108 -33 0
35 65 108 48 0
-35 -65 -108 -48 0
49 65 108 62 0
-49 -65 -108 -62 0
5 77 108 17 0
-5 -77 -108 -17 0
21 77 108 33 0
-21 -77 -108 -33 0
36 77 108 48 0
-36 -77 -108 -48 0
50 77 108 62 0
-50 -77 -108 -62 0
63 77 108 75 0
-63 -77 -108 -75 0
6 88 108 17 0
-6 -88 -108 -17 0
22 88 108 33 0
-22 -88 -108 -33 0
37 88 108 48 0
-37 -88 -108 -48 0
51 88 108 62 0
-51 -88 -108 -62 0
64 88 108 75 0
-64 -88 -108 -75 0
76 88 108 87 0
-76 -88 -108 -87 0
1 24 117 17 0
-1 -24 -117 -17 0
2 39 117 17 0
-2 -39 -117 -17 0
18 39 117 33 0
-18 -39 -117 -33 0
3 53 117 17 0
-3 -53 -117 -17 0
19 53 117 33 0
-19 -53 -117 -33 0
34 53 117 48 0
-34 -53 -117 -48 0
4 66 117 17 0
-4 -66 -117 -17 0
20 66 117 33 0
-20 -66 -117 -33 0
35 66 117 48 0
-35 -66 -117 -48 0
49 66 117 62 0
-49 -66 -117 -62 0
5 78 117 17 0
-5 -78 -117 -17 0
21 78 117 33 0
-21 -78 -117 -33 0
36 78 117 48 0
-36 -78 -117 -48 0
50 78 117 62 0
-50 -78 -117 -62 0
63 78 117 75 0
-63 -78 -117 -75 0
6 89 117 17 0
-6 -89 -117 -17 0
22 89 117 33 0
-22 -89 -117 -33 0
37 89 117 48 0
-37 -89 -117 -48 0
51 89 117 62 0
-51 -89 -117 -62 0
64 89 117 75 0
-64 -89 -117 -75 0
76 89 117 87 0
-76 -89 -117 -87 0
7 99 117 17 0
-7 -99 -117 -17 0
23 99 117 33 0
-23 -99 -117 -33 0
38 99 117 48 0
-38 -99 -117 -48 0
52 99 117 62 0
-52 -99 -117 -62 0
65 99 117 75 0
-65 -99 -117 -75 0
77 99 117 87 0
-77 -99 -117 -87 0
88 99 117 98 0
-88 -99 -117 -98 0
1 25 125 17 0
-1 -25 -125 -17 0
2 40 125 17 0
-2 -40 -125 -17 0
18 40 125 33 0
-18 -40 -125 -33 0
3 54 125 17 0
-3 -54 -125 -17 0
19 54 125 33 0
-19 -54 -125 -33 0
34 54 125 48 0
-34 -54 -125 -48 0
4 67 125 17 0
-4 -67 -125 -17 0
20 67 125 33 0
-20 -67 -125 -33 0
35 67 125 48 0
-35 -67 -125 -48 0
49 67 125 62 0
-49 -67 -125 -62 0
5 79 125 17 0
-5 -79 -125 -17 0
21 79 125 33 0
-21 -79 -125 -33 0
36 79 125 48 0
-36 -79 -125 -48 0
50 79 125 62 0
-50 -79 -125 -62 0
63 79 125 75 0
-63 -79 -125 -75 0
6 90 125 17 0
-6 -90 -125 -17 0
22 90 125 33 0
-22 -90 -125 -33 0
37 90 125 48 0
-37 -90 -125 -48 0
51 90 125 62 0
-51 -90 -125 -62 0
64 90 125 75 0
-64 -90 -125 -75 0
76 90 125 87 0
-76 -90 -125 -87 0
7 100 125 17 0
-7 -100 -125 -17 0
23 100 125 33 0
-23 -100 -125 -33 0
38 100 125 48 0
-38 -100 -125 -48 0
52 100 125 62 0
-52 -100 -125 -62 0
65 100 125 75 0
-65 -100 -125 -75 0
77 100 125 87 0
-77 -100 -125 -87 0
88 100 125 98 0
-88 -100 -125 -98 0
8 109 125 17 0
-8 -109 -125 -17 0
24 109 125 33 0
-24 -109 -125 -33 0
39 109 125 48 0
-39 -109 -125 -48 0
53 109 125 62 0
-53 -109 -125 -62 0
66 109 125 75 0
-66 -109 -125 -75 0
78 109 125 87 0
-78 -109 -125 -87 0
89 109 125 98 0
-89 -109 -125 -98 0
99 109 125 108 0
-99 -109 -125 -108 0
1 26 132 17 0
-1 -26 -132 -17 0
2 41 132 17 0
-2 -41 -132 -17 0
18 41 132 33 0
-18 -41 -132 -33 0
3 55 132 17 0
-3 -55 -132 -17 0
19 55 132 33 0
-19 -55 -132 -33 0
34 55 132 48 0
-34 -55 -132 -48 0
4 68 132 17 0
-4 -68 -132 -17 0
20 68 132 33 0
-20 -68 -132 -33 0
35 68 132 48 0
-35 -68 -132 -48 0
49 68 132 62 0
-49 -68 -132 -62 0
5 80 132 17 0
-5 -80 -132 -17 0
21 80 132 33 0
-21 -80 -132 -33 0
36 80 132 48 0
-36 -80 -132 -48 0
50 80 132 62 0
-50 -80 -132 -62 0
63 80 132 75 0
-63 -80 -132 -75 0
6 91 132 17 0
-6 -91 -132 -17 0
22 91 132 33 0
-22 -91 -132 -33 0
37 91 132 48 0
-37 -91 -132 -48 0
51 91 132 62 0
-51 -91 -132 -62 0
64 91 132 75 0
-64 -91 -132 -75 0
76 91 132 87 0
-76 -91 -132 -87 0
7 101 132 17 0
-7 -101 -132 -17 0
23 101 132 33 0
-23 -101 -132 -33 0
38 101 132 48 0
-38 -101 -132 -48 0
52 101 132 62 0
-52 -101 -132 -62 0
65 101 132 75 0
-65 -101 -132 -75 0
77 101 132 87 0
-77 -101 -132 -87 0
88 101 132 98 0
-88 -101 -132 -98 0
8 110 132 17 0
-8 -110 -132 -17 0
24 110 132 33 0
-24 -110 -132 -33 0
39 110 132 48 0
-39 -110 -132 -48 0
53 110 132 62 0
-53 -110 -132 -62 0
66 110 132 75 0
-66 -110 -132 -75 0
78 110 132 87 0
-78 -110 -132 -87 0
89 110 132 98 0
-89 -110 -132 -98 0
99 110 132 108 0
-99 -110 -132 -108 0
9 118 132 17 0
-9 -118 -132 -17 0
25 118 132 33 0
-25 -118 -132 -33 0
40 118 132 48 0
-40 -118 -132 -48 0
54 118 132 62 0
-54 -118 -132 -62 0
67 118 132 75 0
-67 -118 -132 -75 0
79 118 132 87 0
-79 -118 -132 -87 0
90 118 132 98 0
-90 -118 -132 -98 0
100 118 132 108 0
-100 -118 -132 -108 0
109 118 132 117 0
-109 -118 -132 -117 0
1 27 138 17 0
-1 -27 -138 -17 0
2 42 138 17 0
-2 -42 -138 -17 0
18 42 138 33 0
-18 -42 -138 -33 0
3 56 138 17 0
-3 -56 -138 -17 0
19 56 138 33 0
-19 -56 -138 -33 0
34 56 138 48 0
-34 -56 -138 -48 0
4 69 138 17 0
-4 -69 -138 -17 0
20 69 138 33 0
-20 -69 -138 -33 0
35 69 138 48 0
-35 -69 -138 -48 0
49 69 138 62 0
-49 -69 -138 -62 0
5 81 138 17 0
-5 -81 -138 -17 0
21 81 138 33 0
-21 -81 -138 -33 0
36 81 138 48 0
-36 -81 -138 -48 0
50 81 138 62 0
-50 -81 -138 -62 0
63 81 138 75 0
-63 -81 -138 -75 0
6 92 138 17 0
-6 -92 -138 -17 0
22 92 138 33 0
-22 -92 -138 -33 0
37 92 138 48 0
-37 -92 -138 -48 0
51 92 138 62 0
-51 -92 -138 -62 0
64 92 138 75 0
-64 -92 -138 -75 0
76 92 138 87 0
-76 -92 -138 -87 0
7 102 138 17 0
-7 -102 -138 -17 0
23 102 138 33 0
-23 -102 -138 -33 0
38 102 138 48 0
-38 -102 -138 -48 0
52 102 138 62 0
-52 -102 -138 -62 0
65 102 138 75 0
-65 -102 -138 -75 0
77 102 138 87 0
-77 -102 -138 -87 0
88 102 138 98 0
-88 -102 -138 -98 0
8 111 138 17 0
-8 -111 -138 -17 0
24 111 138 33 0
-24 -111 -138 -33 0
39 111 138 48 0
-39 -111 -138 -48 0
53 111 138 62 0
-53 -111 -138 -62 0
66 111 138 75 0
-66 -111 -138 -75 0
78 111 138 87 0
-78 -111 -138 -87 0
89 111 138 98 0
-89 -111 -138 -98 0
99 111 138 108 0
-99 -111 -138 -108 0
9 119 138 17 0
-9 -119 -138 -17 0
25 119 138 33 0
-25 -119 -138 -33 0
40 119 138 48 0
-40 -119 -138 -48 0
54 119 138 62 0
-54 -119 -138 -62 0
67 119 138 75 0
-67 -119 -138 -75 0
79 119 138 87 0
-79 -119 -138 -87 0
90 119 138 98 0
-90 -119 -138 -98 0
100 119 138 108 0
-100 -119 -138 -108 0
109 119 138 117 0
-109 -119 -138 -117 0
10 126 138 17 0
-10 -126 -138 -17 0
26 126 138 33 0
-26 -126 -138 -33 0
41 126 138 48 0
-41 -126 -138 -48 0
55 126 138 62 0
-55 -126 -138 -62 0
68 126 138 75 0
-68 -126 -138 -75 0
80 126 138 87 0
-80 -126 -138 -87 0
91 126 138 98 0
-91 -126 -138 -98 0
101 126 138 108 0
-101 -126 -138 -108 0
110 126 138 117 0
-110 -126 -138 -117 0
118 126 138 125 0
-118 -126 -138 -125 0
1 28 143 17 0
-1 -28 -143 -17 0
2 43 143 17 0
-2 -43 -143 -17 0
18 43 143 33 0
-18 -43 -143 -33 0
3 57 143 17 0
-3 -57 -143 -17 0
19 57 143 33 0
-19 -57 -143 -33 0
34 57 143 48 0
-34 -57 -143 -48 0
4 70 143 17 0
-4 -70 -143 -17 0
20 70 143 33 0
-20 -70 -143 -33 0
35 70 143 48 0
-35 -70 -143 -48 0
49 70 143 62 0
-49 -70 -143 -62 0
5 82 143 17 0
-5 -82 -143 -17 0
21 82 143 33 0
-21 -82 -143 -33 0
36 82 143 48 0
-36 -82 -143 -48 0
50 82 143 62 0
-50 -82 -143 -62 0
63 82 143 75 0
-63 -82 -143 -75 0
6 93 143 17 0
-6 -93 -143 -17 0
22 93 143 33 0
-22 -93 -143 -33 0
37 93 143 48 0
-37 -93 -143 -48 0
51 93 143 62 0
-51 -93 -143 -62 0
64 93 143 75 0
-64 -93 -143 -75 0
76 93 143 87 0
-76 -93 -143 -87 0
7 103 143 17 0
-7 -103 -143 -17 0
23 103 143 33 0
-23 -103 -143 -33 0
38 103 143 48 0
-38 -103 -143 -48 0
52 103 143 62 0
-52 -103 -143 -62 0
65 103 143 75 0
-65 -103 -143 -75 0
77 103 143 87 0
-77 -103 -143 -87 0
88 103 143 98 0
-88 -103 -143 -98 0
8 112 143 17 0
-8 -112 -143 -17 0
24 112 143 33 0
-24 -112 -143 -33 0
39 112 143 48 0
-39 -112 -143 -48 0
53 112 143 62 0
-53 -112 -143 -62 0
66 112 143 75 0
-66 -112 -143 -75 0
78 112 143 87 0
-78 -112 -143 -87 0
89 112 143 98 0
-89 -112 -143 -98 0
99 112 143 108 0
-99 -112 -143 -108 0
9 120 143 17 0
-9 -120 -143 -17 0
25 120 143 33 0
-25 -120 -143 -33 0
40 120 143 48 0
-40 -120 -143 -48 0
54 120 143 62 0
-54 -120 -143 -62 0
67 120 143 75 0
-67 -120 -143 -75 0
79 120 143 87 0
-79 -120 -143 -87 0
90 120 143 98 0
-90 -120 -143 -98 0
100 120 143 108 0
-100 -120 -143 -108 0
109 120 143 117 0
-109 -120 -143 -117 0
10 127 143 17 0
-10 -127 -143 -17 0
26 127 143 33 0
-26 -127 -143 -33 0
41 127 143 48 0
-41 -127 -143 -48 0
55 127 143 62 0
-55 -127 -143 -62 0
68 127 143 75 0
-68 -127 -143 -75 0
80 127 143 87 0
-80 -127 -143 -87 0
91 127 143 98 0
-91 -127 -143 -98 0
101 127 143 108 0
-101 -127 -143 -108 0
110 127 143 117 0
-110 -127 -143 -117 0
118 127 143 125 0
-118 -127 -143 -125 0
11 133 143 17 0
-11 -133 -143 -17 0
27 133 143 33 0
-27 -133 -143 -33 0
42 133 143 48 0
-42 -133 -143 -48 0
56 133 143 62 0
-56 -133 -143 -62 0
69 133 143 75 0
-69 -133 -143 -75 0
81 133 143 87 0
-81 -133 -143 -87 0
92 133 143 98 0
-92 -133 -143 -98 0
102 133 143 108 0
-102 -133 -143 -108 0
111 133 143 117 0
-111 -133 -143 -117 0
119 133 143 125 0
-119 -133 -143 -125 0
126 133 143 132 0
-126 -133 -143 -132 0
1 29 147 17 0
-1 -29 -147 -17 0
2 44 147 17 0
-2 -44 -147 -17 0
18 44 147 33 0
-18 -44 -147 -33 0
3 58 147 17 0
-3 -58 -147 -17 0
19 58 147 33 0
-19 -58 -147 -33 0
34 58 147 48 0
-34 -58 -147 -48 0
4 71 147 17 0
-4 -71 -147 -17 0
20 71 147 33 0
-20 -71 -147 -33 0
35 71 147 48 0
-35 -71 -147 -48 0
49 71 147 62 0
-49 -71 -147 -62 0
5 83 147 17 0
-5 -83 -147 -17 0
21 83 147 33 0
-21 -83 -147 -33 0
36 83 147 48 0
-36 -83 -147 -48 0
50 83 147 62 0
-50 -83 -147 -62 0
63 83 147 75 0
-63 -83 -147 -75 0
6 94 147 17 0
-6 -94 -147 -17 0
22 94 147 33 0
-22 -94 -147 -33 0
37 94 147 48 0
-37 -94 -147 -48 0
51 94 147 62 0
-51 -94 -147 -62 0
64 94 147 75 0
-64 -94 -147 -75 0
76 94 147 87 0
-76 -94 -147 -87 0
7 104 147 17 0
-7 -104 -147 -17 0
23 104 147 33 0
-23 -104 -147 -33 0
38 104 147 48 0
-38 -104 -147 -48 0
52 104 147 62 0
-52 -104 -147 -62 0
65 104 147 75 0
-65 -104 -147 -75 0
77 104 147 87 0
-77 -104 -147 -87 0
88 104 147 98 0
-88 -104 -147 -98 0
8 113 147 17 0
-8 -113 -147 -17 0
24 113 147 33 0
-24 -113 -147 -33 0
39 113 147 48 0
-39 -113 -147 -48 0
53 113 147 62 0
-53 -113 -147 -62 0
66 113 147 75 0
-66 -113 -147 -75 0
78 113 147 87 0
-78 -113 -147 -87 0
89 113 147 98 0
-89 -113 -147 -98 0
99 113 147 108 0
-99 -113 -147 -108 0
9 121 147 17 0
-9 -121 -147 -17 0
25 121 147 33 0
-25 -121 -147 -33 0
40 121 147 48 0
-40 -121 -147 -48 0
54 121 147 62 0
-54 -121 -147 -62 0
67 121 147 75 0
-67 -121 -147 -75 0
79 121 147 87 0
-79 -121 -147 -87 0
90 121 147 98 0
-90 -121 -147 -98 0
100 121 147 108 0
-100 -121 -147 -108 0
109 121 147 117 0
-109 -121 -147 -117 0
10 128 147 17 0
-10 -128 -147 -17 0
26 128 147 33 0
-26 -128 -147 -33 0
41 128 147 48 0
-41 -128 -147 -48 0
55 128 147 62 0
-55 -128 -147 -62 0
68 128 147 75 0
-68 -128 -147 -75 0
80 128 147 87 0
-80 -128 -147 -87 0
91 128 147 98 0
-91 -128 -147 -98 0
101 128 147 108 0
-101 -128 -147 -108 0
110 128 147 117 0
-110 -128 -147 -117 0
118 128 147 125 0
-118 -128 -147 -125 0
11 134 147 17 0
-11 -134 -147 -17 0
27 134 147 33 0
-27 -134 -147 -33 0
42 134 147 48 0
-42 -134 -147 -48 0
56 134 147 62 0
-56 -134 -147 -62 0
69 134 147 75 0
-69 -134 -147 -75 0
81 134 147 87 0
-81 -134 -147 -87 0
92 134 147 98 0
-92 -134 -147 -98 0
102 134 147 108 0
-102 -134 -147 -108 0
111 134 147 117 0
-111 -134 -147 -117 0
119 134 147 125 0
-119 -134 -147 -125 0
126 134 147 132 0
-126 -134 -147 -132 0
12 139 147 17 0
-12 -139 -147 -17 0
28 139 147 33 0
-28 -139 -147 -33 0
43 139 147 48 0
-43 -139 -147 -48 0
57 139 147 62 0
-57 -139 -147 -62 0
70 139 147 75 0
-70 -139 -147 -75 0
82 139 147 87 0
-82 -139 -147 -87 0
93 139 147 98 0
-93 -139 -147 -98 0
103 139 147 108 0
-103 -139 -147 -108 0
112 139 147 117 0
-112 -139 -147 -117 0
120 139 147 125 0
-120 -139 -147 -125 0
127 139 147 132 0
-127 -139 -147 -132 0
133 139 147 138 0
-133 -139 -147 -138 0
1 30 150 17 0
-1 -30 -150 -17 0
2 45 150 17 0
-2 -45 -150 -17 0
18 45 150 33 0
-18 -45 -150 -33 0
3 59 150 17 0
-3 -59 -150 -17 0
19 59 150 33 0
-19 -59 -150 -33 0
34 59 150 48 0
-34 -59 -150 -48 0
4 72 150 17 0
-4 -72 -150 -17 0
20 72 150 33 0
-20 -72 -150 -33 0
35 72 150 48 0
-35 -72 -150 -48 0
49 72 150 62 0
-49 -72 -150 -62 0
5 84 150 17 0
-5 -84 -150 -17 0
21 84 150 33 0
-21 -84 -150 -33 0
36 84 150 48 0
-36 -84 -150 -48 0
50 84 150 62 0
-50 -84 -150 -62 0
63 84 150 75 0
-63 -84 -150 -75 0
6 95 150 17 0
-6 -95 -150 -17 0
22 95 150 33 0
-22 -95 -150 -33 0
37 95 150 48 0
-37 -95 -150 -48 0
51 95 150 62 0
-51 -95 -150 -62 0
64 95 150 75 0
-64 -95 -150 -75 0
76 95 150 87 0
-76 -95 -150 -87 0
7 105 150 17 0
-7 -105 -150 -17 0
23 105 150 33 0
-23 -105 -150 -33 0
38 105 150 48 0
-38 -105 -150 -48 0
52 105 150 62 0
-52 -105 -150 -62 0
65 105 150 75 0
-65 -105 -150 -75 0
77 105 150 87 0
-77 -105 -150 -87 0
88 105 150 98 0
-88 -105 -150 -98 0
8 114 150 17 0
-8 -114 -150 -17 0
24 114 150 33 0
-24 -114 -150 -33 0
39 114 150 48 0
-39 -114 -150 -48 0
53 114 150 62 0
-53 -114 -150 -62 0
66 114 150 75 0
-66 -114 -150 -75 0
78 114 150 87 0
-78 -114 -150 -87 0
89 114 150 98 0
-89 -114 -150 -98 0
99 114 150 108 0
-99 -114 -150 -108 0
9 122 150 17 0
-9 -122 -150 -17 0
25 122 150 33 0
-25 -122 -150 -33 0
40 122 150 48 0
-40 -122 -150 -48 0
54 122 150 62 0
-54 -122 -150 -62 0
67 122 150 75 0
-67 -122 -150 -75 0
79 122 150 87 0
-79 -122 -150 -87 0
90 122 150 98 0
-90 -122 -150 -98 0
100 122 150 108 0
-100 -122 -150 -108 0
109 122 150 117 0
-109 -122 -150 -117 0
10 129 150 17 0
-10 -129 -150 -17 0
26 129 150 33 0
-26 -129 -150 -33 0
41 129 150 48 0
-41 -129 -150 -48 0
55 129 150 62 0
-55 -129 -150 -62 0
68 129 150 75 0
-68 -129 -150 -75 0
80 129 150 87 0
-80 -129 -150 -87 0
91 129 150 98 0
-91 -129 -150 -98 0
101 129 150 108 0
-101 -129 -150 -108 0
110 129 150 117 0
-110 -129 -150 -117 0
118 129 150 125 0
-118 -129 -150 -125 0
11 135 150 17 0
-11 -135 -150 -17 0
27 135 150 33 0
-27 -135 -150 -33 0
42 135 150 48 0
-42 -135 -150 -48 0
56 135 150 62 0
-56 -135 -150 -62 0
69 135 150 75 0
-69 -135 -150 -75 0
81 135 150 87 0
-81 -135 -150 -87 0
92 135 150 98 0
-92 -135 -150 -98 0
102 135 150 108 0
-102 -135 -150 -108 0
111 135 150 117 0
-111 -135 -150 -117 0
119 135 150 125 0
-119 -135 -150 -125 0
126 135 150 132 0
-126 -135 -150 -132 0
12 140 150 17 0
-12 -140 -150 -17 0
28 140 150 33 0
-28 -140 -150 -33 0
43 140 150 48 0
-43 -140 -150 -48 0
57 140 150 62 0
-57 -140 -150 -62 0
70 140 150 75 0
-70 -140 -150 -75 0
82 140 150 87 0
-82 -140 -150 -87 0
93 140 150 98 0
-93 -140 -150 -98 0
103 140 150 108 0
-103 -140 -150 -108 0
112 140 150 117 0
-112 -140 -150 -117 0
120 140 150 125 0
-120 -140 -150 -125 0
127 140 150 132 0
-127 -140 -150 -132 0
133 140 150 138 0
-133 -140 -150 -138 0
13 144 150 17 0
-13 -144 -150 -17 0
29 144 150 33 0
-29 -144 -150 -33 0
44 144 150 48 0
-44 -144 -150 -48 0
58 144 150 62 0
-58 -144 -150 -62 0
71 144 150 75 0
-71 -144 -150 -75 0
83 144 150 87 0
-83 -144 -150 -87 0
94 144 150 98 0
-94 -144 -150 -98 0
104 144 150 108 0
-104 -144 -150 -108 0
113 144 150 117 0
-113 -144 -150 -117 0
121 144 150 125 0
-121 -144 -150 -125 0
128 144 150 132 0
-128 -144 -150 -132 0
134 144 150 138 0
-134 -144 -150 -138 0
139 144 150 143 0
-139 -144 -150 -143 0
1 31 152 17 0
-1 -31 -152 -17 0
2 46 152 17 0
-2 -46 -152 -17 0
18 46 152 33 0
-18 -46 -152 -33 0
3 60 152 17 0
-3 -60 -152 -17 0
19 60 152 33 0
-19 -60 -152 -33 0
34 60 152 48 0
-34 -60 -152 -48 0
4 73 152 17 0
-4 -73 -152 -17 0
20 73 152 33 0
-20 -73 -152 -33 0
35 73 152 48 0
-35 -73 -152 -48 0
49 73 152 62 0
-49 -73 -152 -62 0
5 85 152 17 0
-5 -85 -152 -17 0
21 85 152 33 0
-21 -85 -152 -33 0
36 85 152 48 0
-36 -85 -152 -48 0
50 85 152 62 0
-50 -85 -152 -62 0
63 85 152 75 0
-63 -85 -152 -75 0
6 96 152 17 0
-6 -96 -152 -17 0
22 96 152 33 0
-22 -96 -152 -33 0
37 96 152 48 0
-37 -96 -152 -48 0
51 96 152 62 0
-51 -96 -152 -62 0
64 96 152 75 0
-64 -96 -152 -75 0
76 96 152 87 0
-76 -96 -152 -87 0
7 106 152 17 0
-7 -106 -152 -17 0
23 106 152 33 0
-23 -106 -152 -33 0
38 106 152 48 0
-38 -106 -152 -48 0
52 106 152 62 0
-52 -106 -152 -62 0
65 106 152 75 0
-65 -106 -152 -75 0
77 106 152 87 0
-77 -106 -152 -87 0
88 106 152 98 0
-88 -106 -152 -98 0
8 115 152 17 0
-8 -115 -152 -17 0
24 115 152 33 0
-24 -115 -152 -33 0
39 115 152 48 0
-39 -115 -152 -48 0
53 115 152 62 0
-53 -115 -152 -62 0
66 115 152 75 0
-66 -115 -152 -75 0
78 115 152 87 0
-78 -115 -152 -87 0
89 115 152 98 0
-89 -115 -152 -98 0
99 115 152 108 0
-99 -115 -152 -108 0
9 123 152 17 0
-9 -123 -152 -17 0
25 123 152 33 0
-25 -123 -152 -33 0
40 123 152 48 0
-40 -123 -152 -48 0
54 123 152 62 0
-54 -123 -152 -62 0
67 123 152 75 0
-67 -123 -152 -75 0
79 123 152 87 0
-79 -123 -152 -87 0
90 123 152 98 0
-90 -123 -152 -98 0
100 123 152 108 0
-100 -123 -152 -108 0
109 123 152 117 0
-109 -123 -152 -117 0
10 130 152 17 0
-10 -130 -152 -17 0
26 130 152 33 0
-26 -130 -152 -33 0
41 130 152 48 0
-41 -130 -152 -48 0
55 130 152 62 0
-55 -130 -152 -62 0
68 130 152 75 0
-68 -130 -152 -75 0
80 130 152 87 0
-80 -130 -152 -87 0
91 130 152 98 0
-91 -130 -152 -98 0
101 130 152 108 0
-101 -130 -152 -108 0
110 130 152 117 0
-110 -130 -152 -117 0
118 130 152 125 0
-118 -130 -152 -125 0
11 136 152 17 0
-11 -136 -152 -17 0
27 136 152 33 0
-27 -136 -152 -33 0
42 136 152 48 0
-42 -136 -152 -48 0
56 136 152 62 0
-56 -136 -152 -62 0
69 136 152 75 0
-69 -136 -152 -75 0
81 136 152 87 0
-81 -136 -152 -87 0
92 136 152 98 0
-92 -136 -152 -98 0
102 136 152 108 0
-102 -136 -152 -108 0
111 136 152 117 0
-111 -136 -152 -117 0
119 136 152 125 0
-119 -136 -152 -125 0
126 136 152 132 0
-126 -136 -152 -132 0
12 141 152 17 0
-12 -141 -152 -17 0
28 141 152 33 0
-28 -141 -152 -33 0
43 141 152 48 0
-43 -141 -152 -48 0
57 141 152 62 0
-57 -141 -152 -62 0
70 141 152 75 0
-70 -141 -152 -75 0
82 141 152 87 0
-82 -141 -152 -87 0
93 141 152 98 0
-93 -141 -152 -98 0
103 141 152 108 0
-103 -141 -152 -108 0
112 141 152 117 0
-112 -141 -152 -117 0
120 141 152 125 0
-120 -141 -152 -125 0
127 141 152 132 0
-127 -141 -152 -132 0
133 141 152 138 0
