p cnf 153 19380
-1 -19 -52 -100 -118 -10 0
-2 -34 -52 -100 -118 -10 0
-18 -34 -52 -100 -118 -26 0
-1 -20 -65 -100 -118 -10 0
-2 -35 -65 -100 -118 -10 0
-18 -35 -65 -100 -118 -26 0
-3 -49 -65 -100 -118 -10 0
-19 -49 -65 -100 -118 -26 0
-34 -49 -65 -100 -118 -41 0
-1 -21 -77 -100 -118 -10 0
-2 -36 -77 -100 -118 -10 0
-18 -36 -77 -100 -118 -26 0
-3 -50 -77 -100 -118 -10 0
-19 -50 -77 -100 -118 -26 0
-34 -50 -77 -100 -118 -41 0
-4 -63 -77 -100 -118 -10 0
-20 -63 -77 -100 -118 -26 0
-35 -63 -77 -100 -118 -41 0
-49 -63 -77 -100 -118 -55 0
-1 -22 -88 -100 -118 -10 0
-2 -37 -88 -100 -118 -10 0
-18 -37 -88 -100 -118 -26 0
-3 -51 -88 -100 -118 -10 0
-19 -51 -88 -100 -118 -26 0
-34 -51 -88 -100 -118 -41 0
-4 -64 -88 -100 -118 -10 0
-20 -64 -88 -100 -118 -26 0
-35 -64 -88 -100 -118 -41 0
-49 -64 -88 -100 -118 -55 0
-5 -76 -88 -100 -118 -10 0
-21 -76 -88 -100 -118 -26 0
-36 -76 -88 -100 -118 -41 0
-50 -76 -88 -100 -118 -55 0
-63 -76 -88 -100 -118 -68 0
-1 -18 -39 -109 -118 -10 0
-1 -19 -53 -109 -118 -10 0
-2 -34 -53 -109 -118 -10 0
-18 -34 -53 -109 -118 -26 0
-1 -20 -66 -109 -118 -10 0
-2 -35 -66 -109 -118 -10 0
-18 -35 -66 -109 -118 -26 0
-3 -49 -66 -109 -118 -10 0
-19 -49 -66 -109 -118 -26 0
-34 -49 -66 -109 -118 -41 0
-1 -21 -78 -109 -118 -10 0
-2 -36 -78 -109 -118 -10 0
-18 -36 -78 -109 -118 -26 0
-3 -50 -78 -109 -118 -10 0
-19 -50 -78 -109 -118 -26 0
-34 -50 -78 -109 -118 -41 0
-4 -63 -78 -109 -118 -10 0
-20 -63 -78 -109 -118 -26 0
-35 -63 -78 -109 -118 -41 0
-49 -63 -78 -109 -118 -55 0
-1 -22 -89 -109 -118 -10 0
-2 -37 -89 -109 -118 -10 0
-18 -37 -89 -109 -118 -26 0
-3 -51 -89 -109 -118 -10 0
-19 -51 -89 -109 -118 -26 0
-34 -51 -89 -109 -118 -41 0
-4 -64 -89 -109 -118 -10 0
-20 -64 -89 -109 -118 -26 0
-35 -64 -89 -109 -118 -41 0
-49 -64 -89 -109 -118 -55 0
-5 -76 -89 -109 -118 -10 0
-21 -76 -89 -109 -118 -26 0
-36 -76 -89 -109 -118 -41 0
-50 -76 -89 -109 -118 -55 0
-63 -76 -89 -109 -118 -68 0
-1 -23 -99 -109 -118 -10 0
-2 -38 -99 -109 -118 -10 0
-18 -38 -99 -109 -118 -26 0
-3 -52 -99 -109 -118 -10 0
-19 -52 -99 -109 -118 -26 0
-34 -52 -99 -109 -118 -41 0
-4 -65 -99 -109 -118 -10 0
-20 -65 -99 -109 -118 -26 0
-35 -65 -99 -109 -118 -41 0
-49 -65 -99 -109 -118 -55 0
-5 -77 -99 -109 -118 -10 0
-21 -77 -99 -109 -118 -26 0
-36 -77 -99 -109 -118 -41 0
-50 -77 -99 -109 -118 -55 0
-63 -77 -99 -109 -118 -68 0
-6 -88 -99 -109 -118 -10 0
-22 -88 -99 -109 -118 -26 0
-37 -88 -99 -109 -118 -41 0
-51 -88 -99 -109 -118 -55 0
-64 -88 -99 -109 -118 -68 0
-76 -88 -99 -109 -118 -80 0
-1 -18 -34 -49 -69 -11 0
-1 -18 -34 -50 -81 -11 0
-1 -18 -35 -63 -81 -11 0
-1 -19 -49 -63 -81 -11 0
-2 -34 -49 -63 -81 -11 0
-18 -34 -49 -63 -81 -27 0
-1 -18 -34 -51 -92 -11 0
-1 -18 -35 -64 -92 -11 0
-1 -19 -49 -64 -92 -11 0
-2 -34 -49 -64 -92 -11 0
-18 -34 -49 -64 -92 -27 0
-1 -18 -36 -76 -92 -11 0
-1 -19 -50 -76 -92 -11 0
-2 -34 -50 -76 -92 -11 0
-18 -34 -50 -76 -92 -27 0
-1 -20 -63 -76 -92 -11 0
-2 -35 -63 -76 -92 -11 0
-18 -35 -63 -76 -92 -27 0
-3 -49 -63 -76 -92 -11 0
-19 -49 -63 -76 -92 -27 0
-34 -49 -63 -76 -92 -42 0
-1 -18 -34 -52 -102 -11 0
-1 -18 -35 -65 -102 -11 0
-1 -19 -49 -65 -102 -11 0
-2 -34 -49 -65 -102 -11 0
-18 -34 -49 -65 -102 -27 0
-1 -18 -36 -77 -102 -11 0
-1 -19 -50 -77 -102 -11 0
-2 -34 -50 -77 -102 -11 0
-18 -34 -50 -77 -102 -27 0
-1 -20 -63 -77 -102 -11 0
-2 -35 -63 -77 -102 -11 0
-18 -35 -63 -77 -102 -27 0
-3 -49 -63 -77 -102 -11 0
-19 -49 -63 -77 -102 -27 0
-34 -49 -63 -77 -102 -42 0
-1 -18 -37 -88 -102 -11 0
-1 -19 -51 -88 -102 -11 0
-2 -34 -51 -88 -102 -11 0
-18 -34 -51 -88 -102 -27 0
-1 -20 -64 -88 -102 -11 0
-2 -35 -64 -88 -102 -11 0
-18 -35 -64 -88 -102 -27 0
-3 -49 -64 -88 -102 -11 0
-19 -49 -64 -88 -102 -27 0
-34 -49 -64 -88 -102 -42 0
-1 -21 -76 -88 -102 -11 0
-2 -36 -76 -88 -102 -11 0
-18 -36 -76 -88 -102 -27 0
-3 -50 -76 -88 -102 -11 0
-19 -50 -76 -88 -102 -27 0
-34 -50 -76 -88 -102 -42 0
-4 -63 -76 -88 -102 -11 0
-20 -63 -76 -88 -102 -27 0
-35 -63 -76 -88 -102 -42 0
-49 -63 -76 -88 -102 -56 0
-1 -18 -34 -53 -111 -11 0
-1 -18 -35 -66 -111 -11 0
-1 -19 -49 -66 -111 -11 0
-2 -34 -49 -66 -111 -11 0
-18 -34 -49 -66 -111 -27 0
-1 -18 -36 -78 -111 -11 0
-1 -19 -50 -78 -111 -11 0
-2 -34 -50 -78 -111 -11 0
-18 -34 -50 -78 -111 -27 0
-1 -20 -63 -78 -111 -11 0
-2 -35 -63 -78 -111 -11 0
-18 -35 -63 -78 -111 -27 0
-3 -49 -63 -78 -111 -11 0
-19 -49 -63 -78 -111 -27 0
-34 -49 -63 -78 -111 -42 0
-1 -18 -37 -89 -111 -11 0
-1 -19 -51 -89 -111 -11 0
-2 -34 -51 -89 -111 -11 0
-18 -34 -51 -89 -111 -27 0
-1 -20 -64 -89 -111 -11 0
-2 -35 -64 -89 -111 -11 0
-18 -35 -64 -89 -111 -27 0
-3 -49 -64 -89 -111 -11 0
-19 -49 -64 -89 -111 -27 0
-34 -49 -64 -89 -111 -42 0
-1 -21 -76 -89 -111 -11 0
-2 -36 -76 -89 -111 -11 0
-18 -36 -76 -89 -111 -27 0
-3 -50 -76 -89 -111 -11 0
-19 -50 -76 -89 -111 -27 0
-34 -50 -76 -89 -111 -42 0
-4 -63 -76 -89 -111 -11 0
-20 -63 -76 -89 -111 -27 0
-35 -63 -76 -89 -111 -42 0
-49 -63 -76 -89 -111 -56 0
-1 -18 -38 -99 -111 -11 0
-1 -19 -52 -99 -111 -11 0
-2 -34 -52 -99 -111 -11 0
-18 -34 -52 -99 -111 -27 0
-1 -20 -65 -99 -111 -11 0
-2 -35 -65 -99 -111 -11 0
-18 -35 -65 -99 -111 -27 0
-3 -49 -65 -99 -111 -11 0
-19 -49 -65 -99 -111 -27 0
-34 -49 -65 -99 -111 -42 0
-1 -21 -77 -99 -111 -11 0
-2 -36 -77 -99 -111 -11 0
-18 -36 -77 -99 -111 -27 0
-3 -50 -77 -99 -111 -11 0
-19 -50 -77 -99 -111 -27 0
-34 -50 -77 -99 -111 -42 0
-4 -63 -77 -99 -111 -11 0
-20 -63 -77 -99 -111 -27 0
-35 -63 -77 -99 -111 -42 0
-49 -63 -77 -99 -111 -56 0
-1 -22 -88 -99 -111 -11 0
-2 -37 -88 -99 -111 -11 0
-18 -37 -88 -99 -111 -27 0
-3 -51 -88 -99 -111 -11 0
-19 -51 -88 -99 -111 -27 0
-34 -51 -88 -99 -111 -42 0
-4 -64 -88 -99 -111 -11 0
-20 -64 -88 -99 -111 -27 0
-35 -64 -88 -99 -111 -42 0
-49 -64 -88 -99 -111 -56 0
-5 -76 -88 -99 -111 -11 0
-21 -76 -88 -99 -111 -27 0
-36 -76 -88 -99 -111 -42 0
-50 -76 -88 -99 -111 -56 0
-63 -76 -88 -99 -111 -69 0
-1 -18 -34 -54 -119 -11 0
-1 -18 -35 -67 -119 -11 0
-1 -19 -49 -67 -119 -11 0
-2 -34 -49 -67 -119 -11 0
-18 -34 -49 -67 -119 -27 0
-1 -18 -36 -79 -119 -11 0
-1 -19 -50 -79 -119 -11 0
-2 -34 -50 -79 -119 -11 0
-18 -34 -50 -79 -119 -27 0
-1 -20 -63 -79 -119 -11 0
-2 -35 -63 -79 -119 -11 0
-18 -35 -63 -79 -119 -27 0
-3 -49 -63 -79 -119 -11 0
-19 -49 -63 -79 -119 -27 0
-34 -49 -63 -79 -119 -42 0
-1 -18 -37 -90 -119 -11 0
-1 -19 -51 -90 -119 -11 0
-2 -34 -51 -90 -119 -11 0
-18 -34 -51 -90 -119 -27 0
-1 -20 -64 -90 -119 -11 0
-2 -35 -64 -90 -119 -11 0
-18 -35 -64 -90 -119 -27 0
-3 -49 -64 -90 -119 -11 0
-19 -49 -64 -90 -119 -27 0
-34 -49 -64 -90 -119 -42 0
-1 -21 -76 -90 -119 -11 0
-2 -36 -76 -90 -119 -11 0
-18 -36 -76 -90 -119 -27 0
-3 -50 -76 -90 -119 -11 0
-19 -50 -76 -90 -119 -27 0
-34 -50 -76 -90 -119 -42 0
-4 -63 -76 -90 -119 -11 0
-20 -63 -76 -90 -119 -27 0
-35 -63 -76 -90 -119 -42 0
-49 -63 -76 -90 -119 -56 0
-1 -18 -38 -100 -119 -11 0
-1 -19 -52 -100 -119 -11 0
-2 -34 -52 -100 -119 -11 0
-18 -34 -52 -100 -119 -27 0
-1 -20 -65 -100 -119 -11 0
-2 -35 -65 -100 -119 -11 0
-18 -35 -65 -100 -119 -27 0
-3 -49 -65 -100 -119 -11 0
-19 -49 -65 -100 -119 -27 0
-34 -49 -65 -100 -119 -42 0
-1 -21 -77 -100 -119 -11 0
-2 -36 -77 -100 -119 -11 0
-18 -36 -77 -100 -119 -27 0
-3 -50 -77 -100 -119 -11 0
-19 -50 -77 -100 -119 -27 0
-34 -50 -77 -100 -119 -42 0
-4 -63 -77 -100 -119 -11 0
-20 -63 -77 -100 -119 -27 0
-35 -63 -77 -100 -119 -42 0
-49 -63 -77 -100 -119 -56 0
-1 -22 -88 -100 -119 -11 0
-2 -37 -88 -100 -119 -11 0
-18 -37 -88 -100 -119 -27 0
-3 -51 -88 -100 -119 -11 0
-19 -51 -88 -100 -119 -27 0
-34 -51 -88 -100 -119 -42 0
-4 -64 -88 -100 -119 -11 0
-20 -64 -88 -100 -119 -27 0
-35 -64 -88 -100 -119 -42 0
-49 -64 -88 -100 -119 -56 0
-5 -76 -88 -100 -119 -11 0
-21 -76 -88 -100 -119 -27 0
-36 -76 -88 -100 -119 -42 0
-50 -76 -88 -100 -119 -56 0
-63 -76 -88 -100 -119 -69 0
-1 -18 -39 -109 -119 -11 0
-1 -19 -53 -109 -119 -11 0
-2 -34 -53 -109 -119 -11 0
-18 -34 -53 -109 -119 -27 0
-1 -20 -66 -109 -119 -11 0
-2 -35 -66 -109 -119 -11 0
-18 -35 -66 -109 -119 -27 0
-3 -49 -66 -109 -119 -11 0
-19 -49 -66 -109 -119 -27 0
-34 -49 -66 -109 -119 -42 0
-1 -21 -78 -109 -119 -11 0
-2 -36 -78 -109 -119 -11 0
-18 -36 -78 -109 -119 -27 0
-3 -50 -78 -109 -119 -11 0
-19 -50 -78 -109 -119 -27 0
-34 -50 -78 -109 -119 -42 0
-4 -63 -78 -109 -119 -11 0
-20 -63 -78 -109 -119 -27 0
-35 -63 -78 -109 -119 -42 0
-49 -63 -78 -109 -119 -56 0
-1 -22 -89 -109 -119 -11 0
-2 -37 -89 -109 -119 -11 0
-18 -37 -89 -109 -119 -27 0
-3 -51 -89 -109 -119 -11 0
-19 -51 -89 -109 -119 -27 0
-34 -51 -89 -109 -119 -42 0
-4 -64 -89 -109 -119 -11 0
-20 -64 -89 -109 -119 -27 0
-35 -64 -89 -109 -119 -42 0
-49 -64 -89 -109 -119 -56 0
-5 -76 -89 -109 -119 -11 0
-21 -76 -89 -109 -119 -27 0
-36 -76 -89 -109 -119 -42 0
-50 -76 -89 -109 -119 -56 0
-63 -76 -89 -109 -119 -69 0
-1 -23 -99 -109 -119 -11 0
-2 -38 -99 -109 -119 -11 0
-18 -38 -99 -109 -119 -27 0
-3 -52 -99 -109 -119 -11 0
-19 -52 -99 -109 -119 -27 0
-34 -52 -99 -109 -119 -42 0
-4 -65 -99 -109 -119 -11 0
-20 -65 -99 -109 -119 -27 0
-35 -65 -99 -109 -119 -42 0
-49 -65 -99 -109 -119 -56 0
-5 -77 -99 -109 -119 -11 0
-21 -77 -99 -109 -119 -27 0
-36 -77 -99 -109 -119 -42 0
-50 -77 -99 -109 -119 -56 0
-63 -77 -99 -109 -119 -69 0
-6 -88 -99 -109 -119 -11 0
-22 -88 -99 -109 -119 -27 0
-37 -88 -99 -109 -119 -42 0
-51 -88 -99 -109 -119 -56 0
-64 -88 -99 -109 -119 -69 0
-76 -88 -99 -109 -119 -81 0
-1 -18 -34 -55 -126 -11 0
-1 -18 -35 -68 -126 -11 0
-1 -19 -49 -68 -126 -11 0
-2 -34 -49 -68 -126 -11 0
-18 -34 -49 -68 -126 -27 0
-1 -18 -36 -80 -126 -11 0
-1 -19 -50 -80 -126 -11 0
-2 -34 -50 -80 -126 -11 0
-18 -34 -50 -80 -126 -27 0
-1 -20 -63 -80 -126 -11 0
-2 -35 -63 -80 -126 -11 0
-18 -35 -63 -80 -126 -27 0
-3 -49 -63 -80 -126 -11 0
-19 -49 -63 -80 -126 -27 0
-34 -49 -63 -80 -126 -42 0
-1 -18 -37 -91 -126 -11 0
-1 -19 -51 -91 -126 -11 0
-2 -34 -51 -91 -126 -11 0
-18 -34 -51 -91 -126 -27 0
-1 -20 -64 -91 -126 -11 0
-2 -35 -64 -91 -126 -11 0
-18 -35 -64 -91 -126 -27 0
-3 -49 -64 -91 -126 -11 0
-19 -49 -64 -91 -126 -27 0
-34 -49 -64 -91 -126 -42 0
-1 -21 -76 -91 -126 -11 0
-2 -36 -76 -91 -126 -11 0
-18 -36 -76 -91 -126 -27 0
-3 -50 -76 -91 -126 -11 0
-19 -50 -76 -91 -126 -27 0
-34 -50 -76 -91 -126 -42 0
-4 -63 -76 -91 -126 -11 0
-20 -63 -76 -91 -126 -27 0
-35 -63 -76 -91 -126 -42 0
-49 -63 -76 -91 -126 -56 0
-1 -18 -38 -101 -126 -11 0
-1 -19 -52 -101 -126 -11 0
-2 -34 -52 -101 -126 -11 0
-18 -34 -52 -101 -126 -27 0
-1 -20 -65 -101 -126 -11 0
-2 -35 -65 -101 -126 -11 0
-18 -35 -65 -101 -126 -27 0
-3 -49 -65 -101 -126 -11 0
-19 -49 -65 -101 -126 -27 0
-34 -49 -65 -101 -126 -42 0
-1 -21 -77 -101 -126 -11 0
-2 -36 -77 -101 -126 -11 0
-18 -36 -77 -101 -126 -27 0
-3 -50 -77 -101 -126 -11 0
-19 -50 -77 -101 -126 -27 0
-34 -50 -77 -101 -126 -42 0
-4 -63 -77 -101 -126 -11 0
-20 -63 -77 -101 -126 -27 0
-35 -63 -77 -101 -126 -42 0
-49 -63 -77 -101 -126 -56 0
-1 -22 -88 -101 -126 -11 0
-2 -37 -88 -101 -126 -11 0
-18 -37 -88 -101 -126 -27 0
-3 -51 -88 -101 -126 -11 0
-19 -51 -88 -101 -126 -27 0
-34 -51 -88 -101 -126 -42 0
-4 -64 -88 -101 -126 -11 0
-20 -64 -88 -101 -126 -27 0
-35 -64 -88 -101 -126 -42 0
-49 -64 -88 -101 -126 -56 0
-5 -76 -88 -101 -126 -11 0
-21 -76 -88 -101 -126 -27 0
-36 -76 -88 -101 -126 -42 0
-50 -76 -88 -101 -126 -56 0
-63 -76 -88 -101 -126 -69 0
-1 -18 -39 -110 -126 -11 0
-1 -19 -53 -110 -126 -11 0
-2 -34 -53 -110 -126 -11 0
-18 -34 -53 -110 -126 -27 0
-1 -20 -66 -110 -126 -11 0
-2 -35 -66 -110 -126 -11 0
-18 -35 -66 -110 -126 -27 0
-3 -49 -66 -110 -126 -11 0
-19 -49 -66 -110 -126 -27 0
-34 -49 -66 -110 -126 -42 0
-1 -21 -78 -110 -126 -11 0
-2 -36 -78 -110 -126 -11 0
-18 -36 -78 -110 -126 -27 0
-3 -50 -78 -110 -126 -11 0
-19 -50 -78 -110 -126 -27 0
-34 -50 -78 -110 -126 -42 0
-4 -63 -78 -110 -126 -11 0
-20 -63 -78 -110 -126 -27 0
-35 -63 -78 -110 -126 -42 0
-49 -63 -78 -110 -126 -56 0
-1 -22 -89 -110 -126 -11 0
-2 -37 -89 -110 -126 -11 0
-18 -37 -89 -110 -126 -27 0
-3 -51 -89 -110 -126 -11 0
-19 -51 -89 -110 -126 -27 0
-34 -51 -89 -110 -126 -42 0
-4 -64 -89 -110 -126 -11 0
-20 -64 -89 -110 -126 -27 0
-35 -64 -89 -110 -126 -42 0
-49 -64 -89 -110 -126 -56 0
-5 -76 -89 -110 -126 -11 0
-21 -76 -89 -110 -126 -27 0
-36 -76 -89 -110 -126 -42 0
-50 -76 -89 -110 -126 -56 0
-63 -76 -89 -110 -126 -69 0
-1 -23 -99 -110 -126 -11 0
-2 -38 -99 -110 -126 -11 0
-18 -38 -99 -110 -126 -27 0
-3 -52 -99 -110 -126 -11 0
-19 -52 -99 -110 -126 -27 0
-34 -52 -99 -110 -126 -42 0
-4 -65 -99 -110 -126 -11 0
-20 -65 -99 -110 -126 -27 0
-35 -65 -99 -110 -126 -42 0
-49 -65 -99 -110 -126 -56 0
-5 -77 -99 -110 -126 -11 0
-21 -77 -99 -110 -126 -27 0
-36 -77 -99 -110 -126 -42 0
-50 -77 -99 -110 -126 -56 0
-63 -77 -99 -110 -126 -69 0
-6 -88 -99 -110 -126 -11 0
-22 -88 -99 -110 -126 -27 0
-37 -88 -99 -110 -126 -42 0
-51 -88 -99 -110 -126 -56 0
-64 -88 -99 -110 -126 -69 0
-76 -88 -99 -110 -126 -81 0
-1 -18 -40 -118 -126 -11 0
-1 -19 -54 -118 -126 -11 0
-2 -34 -54 -118 -126 -11 0
-18 -34 -54 -118 -126 -27 0
-1 -20 -67 -118 -126 -11 0
-2 -35 -67 -118 -126 -11 0
-18 -35 -67 -118 -126 -27 0
-3 -49 -67 -118 -126 -11 0
-19 -49 -67 -118 -126 -27 0
-34 -49 -67 -118 -126 -42 0
-1 -21 -79 -118 -126 -11 0
-2 -36 -79 -118 -126 -11 0
-18 -36 -79 -118 -126 -27 0
-3 -50 -79 -118 -126 -11 0
-19 -50 -79 -118 -126 -27 0
-34 -50 -79 -118 -126 -42 0
-4 -63 -79 -118 -126 -11 0
-20 -63 -79 -118 -126 -27 0
-35 -63 -79 -118 -126 -42 0
-49 -63 -79 -118 -126 -56 0
-1 -22 -90 -118 -126 -11 0
-2 -37 -90 -118 -126 -11 0
-18 -37 -90 -118 -126 -27 0
-3 -51 -90 -118 -126 -11 0
-19 -51 -90 -118 -126 -27 0
-34 -51 -90 -118 -126 -42 0
-4 -64 -90 -118 -126 -11 0
-20 -64 -90 -118 -126 -27 0
-35 -64 -90 -118 -126 -42 0
-49 -64 -90 -118 -126 -56 0
-5 -76 -90 -118 -126 -11 0
-21 -76 -90 -118 -126 -27 0
-36 -76 -90 -118 -126 -42 0
-50 -76 -90 -118 -126 -56 0
-63 -76 -90 -118 -126 -69 0
-1 -23 -100 -118 -126 -11 0
-2 -38 -100 -118 -126 -11 0
-18 -38 -100 -118 -126 -27 0
-3 -52 -100 -118 -126 -11 0
-19 -52 -100 -118 -126 -27 0
-34 -52 -100 -118 -126 -42 0
-4 -65 -100 -118 -126 -11 0
-20 -65 -100 -118 -126 -27 0
-35 -65 -100 -118 -126 -42 0
-49 -65 -100 -118 -126 -56 0
-5 -77 -100 -118 -126 -11 0
-21 -77 -100 -118 -126 -27 0
-36 -77 -100 -118 -126 -42 0
-50 -77 -100 -118 -126 -56 0
-63 -77 -100 -118 -126 -69 0
-6 -88 -100 -118 -126 -11 0
-22 -88 -100 -118 -126 -27 0
-37 -88 -100 -118 -126 -42 0
-51 -88 -100 -118 -126 -56 0
-64 -88 -100 -118 -126 -69 0
-76 -88 -100 -118 -126 -81 0
-1 -24 -109 -118 -126 -11 0
-2 -39 -109 -118 -126 -11 0
-18 -39 -109 -118 -126 -27 0
-3 -53 -109 -118 -126 -11 0
-19 -53 -109 -118 -126 -27 0
-34 -53 -109 -118 -126 -42 0
-4 -66 -109 -118 -126 -11 0
-20 -66 -109 -118 -126 -27 0
-35 -66 -109 -118 -126 -42 0
-49 -66 -109 -118 -126 -56 0
-5 -78 -109 -118 -126 -11 0
-21 -78 -109 -118 -126 -27 0
-36 -78 -109 -118 -126 -42 0
-50 -78 -109 -118 -126 -56 0
-63 -78 -109 -118 -126 -69 0
-6 -89 -109 -118 -126 -11 0
-22 -89 -109 -118 -126 -27 0
-37 -89 -109 -118 -126 -42 0
-51 -89 -109 -118 -126 -56 0
-64 -89 -109 -118 -126 -69 0
-76 -89 -109 -118 -126 -81 0
-7 -99 -109 -118 -126 -11 0
-23 -99 -109 -118 -126 -27 0
-38 -99 -109 -118 -126 -42 0
-52 -99 -109 -118 -126 -56 0
-65 -99 -109 -118 -126 -69 0
-77 -99 -109 -118 -126 -81 0
-88 -99 -109 -118 -126 -92 0
-1 -18 -34 -49 -70 -12 0
-1 -18 -34 -50 -82 -12 0
-1 -18 -35 -63 -82 -12 0
-1 -19 -49 -63 -82 -12 0
-2 -34 -49 -63 -82 -12 0
-18 -34 -49 -63 -82 -28 0
-1 -18 -34 -51 -93 -12 0
-1 -18 -35 -64 -93 -12 0
-1 -19 -49 -64 -93 -12 0
-2 -34 -49 -64 -93 -12 0
-18 -34 -49 -64 -93 -28 0
-1 -18 -36 -76 -93 -12 0
-1 -19 -50 -76 -93 -12 0
-2 -34 -50 -76 -93 -12 0
-18 -34 -50 -76 -93 -28 0
-1 -20 -63 -76 -93 -12 0
-2 -35 -63 -76 -93 -12 0
-18 -35 -63 -76 -93 -28 0
-3 -49 -63 -76 -93 -12 0
-19 -49 -63 -76 -93 -28 0
-34 -49 -63 -76 -93 -43 0
-1 -18 -34 -52 -103 -12 0
-1 -18 -35 -65 -103 -12 0
-1 -19 -49 -65 -103 -12 0
-2 -34 -49 -65 -103 -12 0
-18 -34 -49 -65 -103 -28 0
-1 -18 -36 -77 -103 -12 0
-1 -19 -50 -77 -103 -12 0
-2 -34 -50 -77 -103 -12 0
-18 -34 -50 -77 -103 -28 0
-1 -20 -63 -77 -103 -12 0
-2 -35 -63 -77 -103 -12 0
-18 -35 -63 -77 -103 -28 0
-3 -49 -63 -77 -103 -12 0
-19 -49 -63 -77 -103 -28 0
-34 -49 -63 -77 -103 -43 0
-1 -18 -37 -88 -103 -12 0
-1 -19 -51 -88 -103 -12 0
-2 -34 -51 -88 -103 -12 0
-18 -34 -51 -88 -103 -28 0
-1 -20 -64 -88 -103 -12 0
-2 -35 -64 -88 -103 -12 0
-18 -35 -64 -88 -103 -28 0
-3 -49 -64 -88 -103 -12 0
-19 -49 -64 -88 -103 -28 0
-34 -49 -64 -88 -103 -43 0
-1 -21 -76 -88 -103 -12 0
-2 -36 -76 -88 -103 -12 0
-18 -36 -76 -88 -103 -28 0
-3 -50 -76 -88 -103 -12 0
-19 -50 -76 -88 -103 -28 0
-34 -50 -76 -88 -103 -43 0
-4 -63 -76 -88 -103 -12 0
-20 -63 -76 -88 -103 -28 0
-35 -63 -76 -88 -103 -43 0
-49 -63 -76 -88 -103 -57 0
-1 -18 -34 -53 -112 -12 0
-1 -18 -35 -66 -112 -12 0
-1 -19 -49 -66 -112 -12 0
-2 -34 -49 -66 -112 -12 0
-18 -34 -49 -66 -112 -28 0
-1 -18 -36 -78 -112 -12 0
-1 -19 -50 -78 -112 -12 0
-2 -34 -50 -78 -112 -12 0
-18 -34 -50 -78 -112 -28 0
-1 -20 -63 -78 -112 -12 0
-2 -35 -63 -78 -112 -12 0
-18 -35 -63 -78 -112 -28 0
-3 -49 -63 -78 -112 -12 0
-19 -49 -63 -78 -112 -28 0
-34 -49 -63 -78 -112 -43 0
-1 -18 -37 -89 -112 -12 0
-1 -19 -51 -89 -112 -12 0
-2 -34 -51 -89 -112 -12 0
-18 -34 -51 -89 -112 -28 0
-1 -20 -64 -89 -112 -12 0
-2 -35 -64 -89 -112 -12 0
-18 -35 -64 -89 -112 -28 0
-3 -49 -64 -89 -112 -12 0
-19 -49 -64 -89 -112 -28 0
-34 -49 -64 -89 -112 -43 0
-1 -21 -76 -89 -112 -12 0
-2 -36 -76 -89 -112 -12 0
-18 -36 -76 -89 -112 -28 0
-3 -50 -76 -89 -112 -12 0
-19 -50 -76 -89 -112 -28 0
-34 -50 -76 -89 -112 -43 0
-4 -63 -76 -89 -112 -12 0
-20 -63 -76 -89 -112 -28 0
-35 -63 -76 -89 -112 -43 0
-49 -63 -76 -89 -112 -57 0
-1 -18 -38 -99 -112 -12 0
-1 -19 -52 -99 -112 -12 0
-2 -34 -52 -99 -112 -12 0
-18 -34 -52 -99 -112 -28 0
-1 -20 -65 -99 -112 -12 0
-2 -35 -65 -99 -112 -12 0
-18 -35 -65 -99 -112 -28 0
-3 -49 -65 -99 -112 -12 0
-19 -49 -65 -99 -112 -28 0
-34 -49 -65 -99 -112 -43 0
-1 -21 -77 -99 -112 -12 0
-2 -36 -77 -99 -112 -12 0
-18 -36 -77 -99 -112 -28 0
-3 -50 -77 -99 -112 -12 0
-19 -50 -77 -99 -112 -28 0
-34 -50 -77 -99 -112 -43 0
-4 -63 -77 -99 -112 -12 0
-20 -63 -77 -99 -112 -28 0
-35 -63 -77 -99 -112 -43 0
-49 -63 -77 -99 -112 -57 0
-1 -22 -88 -99 -112 -12 0
-2 -37 -88 -99 -112 -12 0
-18 -37 -88 -99 -112 -28 0
-3 -51 -88 -99 -112 -12 0
-19 -51 -88 -99 -112 -28 0
-34 -51 -88 -99 -112 -43 0
-4 -64 -88 -99 -112 -12 0
-20 -64 -88 -99 -112 -28 0
-35 -64 -88 -99 -112 -43 0
-49 -64 -88 -99 -112 -57 0
-5 -76 -88 -99 -112 -12 0
-21 -76 -88 -99 -112 -28 0
-36 -76 -88 -99 -112 -43 0
-50 -76 -88 -99 -112 -57 0
-63 -76 -88 -99 -112 -70 0
-1 -18 -34 -54 -120 -12 0
-1 -18 -35 -67 -120 -12 0
-1 -19 -49 -67 -120 -12 0
-2 -34 -49 -67 -120 -12 0
-18 -34 -49 -67 -120 -28 0
-1 -18 -36 -79 -120 -12 0
-1 -19 -50 -79 -120 -12 0
-2 -34 -50 -79 -120 -12 0
-18 -34 -50 -79 -120 -28 0
-1 -20 -63 -79 -120 -12 0
-2 -35 -63 -79 -120 -12 0
-18 -35 -63 -79 -120 -28 0
-3 -49 -63 -79 -120 -12 0
-19 -49 -63 -79 -120 -28 0
-34 -49 -63 -79 -120 -43 0
-1 -18 -37 -90 -120 -12 0
-1 -19 -51 -90 -120 -12 0
-2 -34 -51 -90 -120 -12 0
-18 -34 -51 -90 -120 -28 0
-1 -20 -64 -90 -120 -12 0
-2 -35 -64 -90 -120 -12 0
